Latitude,Longitude,Frequency
41.87073602,-87.72412736,2
41.95292255,-87.64671719,2
41.81664986,-87.69938282,2
41.77958237,-87.60836797,2
41.88360788,-87.75028773,2
41.80590063,-87.60585596,2
41.96934147,-87.67920189,2
41.75087573,-87.59182242,2
41.70979259,-87.65569049,2
41.80312149,-87.60945973,2
41.7586684,-87.65515455,2
41.79808764,-87.58829682,2
41.74056557,-87.64982689,2
41.81311771,-87.63227746,2
41.76606485,-87.65292864,2
41.71472867,-87.66726026,2
41.69161107,-87.62871049,2
41.85142397,-87.73285179,2
41.87619243,-87.72428484,2
41.88955714,-87.75785069,2
41.85372763,-87.69739075,2
41.77675644,-87.76167587,2
41.7652181,-87.61525595,2
41.73018325,-87.64101991,2
41.79594444,-87.64276971,2
41.87117263,-87.7452385,2
41.86609045,-87.69589518,2
41.90261354,-87.69687282,2
41.90270957,-87.76931848,2
41.93205394,-87.70339748,2
41.79220322,-87.62239898,2
41.91022712,-87.69607712,2
41.89795832,-87.71273548,2
41.91187687,-87.76186055,2
41.69860261,-87.65313856,2
41.86194735,-87.72383268,2
41.93630277,-87.73115944,2
41.7187742,-87.6395014,2
41.90345033,-87.66072898,2
41.65474108,-87.53988894,2
41.85691872,-87.66445439,2
41.79975201,-87.72089427,2
41.7938539,-87.68477749,2
41.88311753,-87.64899274,2
41.75001978,-87.64158372,2
41.74963152,-87.65007887,2
42.01037167,-87.66426943,2
41.7646748,-87.64439904,2
41.65418457,-87.60680095,2
41.783448,-87.6411182,2
41.84209427,-87.70128964,2
41.99497593,-87.68857762,2
41.75212065,-87.55192065,2
41.87360784,-87.71258924,2
41.99840596,-87.67071144,2
41.90460792,-87.7669544,2
41.8776826,-87.74589118,2
41.88505583,-87.63095539,2
41.92249594,-87.6446367,2
41.87953458,-87.62561794,2
41.95392443,-87.70724083,2
41.78142628,-87.61444084,2
41.88218272,-87.76878295,2
41.75908365,-87.64790045,2
41.79166466,-87.6657383,2
41.91096249,-87.6623401,2
41.92491498,-87.68639523,2
41.82075328,-87.62751293,2
41.75086939,-87.60153397,2
41.91970839,-87.69212472,2
41.85701685,-87.72659954,2
41.94452042,-87.65004572,2
41.6961289,-87.63150991,2
41.66962264,-87.63442217,2
41.7859139,-87.63276825,2
41.78303066,-87.61208734,2
41.79691493,-87.64626526,2
41.75609664,-87.64448713,2
41.98765541,-87.66665178,2
41.91102249,-87.67747579,2
41.90170997,-87.72873325,2
41.95664312,-87.78890578,2
41.84893375,-87.63193059,2
41.96517823,-87.67339809,2
41.69820236,-87.54377096,2
41.93985358,-87.65811184,2
41.91436072,-87.72402865,2
41.85500919,-87.66359333,2
41.81027522,-87.7432245,2
41.68521595,-87.63171638,2
41.89012893,-87.76521294,2
41.88479372,-87.62625398,2
41.84817284,-87.68553208,2
41.73626065,-87.59754133,2
41.89403638,-87.68048874,2
41.87014233,-87.66288099,2
41.92297904,-87.69450247,2
41.68157256,-87.61941548,2
41.87393664,-87.75561889,2
41.90646015,-87.70821544,2
41.87588964,-87.7047608,2
41.8172597,-87.63557796,2
41.70344303,-87.62934669,2
41.7660727,-87.67356577,2
41.7388382,-87.59464664,2
41.74950341,-87.54922224,2
41.76806609,-87.56757026,2
41.73353185,-87.56060553,2
41.75965898,-87.62156345,2
41.91966514,-87.72296039,2
42.0115635,-87.69972503,2
41.72102449,-87.67637844,2
41.84285592,-87.66142636,2
41.78295722,-87.62054686,2
41.93387774,-87.70419542,2
41.80932324,-87.62037936,2
41.78033209,-87.68855449,2
41.74900293,-87.60148187,2
42.0098804,-87.68871781,2
41.72930178,-87.66408737,2
41.891376,-87.6296411,2
41.74610734,-87.67538624,2
41.92518493,-87.71700992,2
41.88099137,-87.75875379,2
41.96856584,-87.69448111,2
41.92444272,-87.74878063,2
41.91894079,-87.7307789,2
41.93555611,-87.64424996,2
41.77865042,-87.67510869,2
41.79870626,-87.6258075,2
41.9950806,-87.68523631,2
41.73484738,-87.60314109,2
41.69314181,-87.65274574,2
41.69691282,-87.64130727,2
41.75707633,-87.66634244,2
41.78036916,-87.68733688,2
41.90186496,-87.70746682,2
41.76042541,-87.65946472,2
41.70833448,-87.62594599,2
41.87498421,-87.68553311,2
41.92171815,-87.72302166,2
41.73300901,-87.60405585,2
41.81588342,-87.66440465,2
41.68560011,-87.64946442,2
41.79480414,-87.70115305,2
41.94322303,-87.75997811,2
41.69915898,-87.60987982,2
41.77282382,-87.69200972,2
41.77460423,-87.70180238,2
41.76438584,-87.64152473,2
41.93737855,-87.71822669,2
41.97720447,-87.65989092,2
41.73702404,-87.65701643,2
41.79772886,-87.76122914,2
41.7210819,-87.61533363,2
41.70119015,-87.60993762,2
41.9964365,-87.70202719,2
41.78024763,-87.61510296,2
41.77439838,-87.70179707,2
41.76718729,-87.58792132,2
41.73685841,-87.589789,2
41.71146479,-87.53648885,2
41.74309043,-87.60257501,2
41.87107554,-87.6946891,2
41.8124074,-87.72375599,2
42.0179422,-87.68228838,2
41.77475467,-87.69328094,2
41.86559259,-87.67621482,2
41.78631599,-87.69915007,2
41.78390406,-87.69474459,2
41.88106379,-87.73058773,2
41.74090537,-87.60594149,2
41.88410774,-87.63388527,2
41.83460381,-87.63112933,2
41.70919318,-87.55257991,2
41.79639817,-87.70608459,2
41.85612743,-87.62716448,2
41.87646356,-87.7377838,2
41.68365476,-87.62283737,2
41.95074169,-87.72262724,2
41.78699255,-87.63279317,2
41.91107351,-87.64585063,2
41.79412806,-87.75623346,2
41.7804948,-87.67514483,2
41.77686566,-87.6495699,2
41.88728857,-87.75041585,2
41.68472574,-87.637301,2
41.90486513,-87.76458271,2
41.67979621,-87.62684066,2
42.01513829,-87.68240161,2
41.66328549,-87.63344402,2
41.82181157,-87.69834135,2
41.74828533,-87.55209909,2
41.84421794,-87.7271829,2
41.93695444,-87.75055552,2
41.88451701,-87.61879116,2
41.74912736,-87.55769939,2
41.87749375,-87.76066148,2
41.89593865,-87.72609905,2
41.87231033,-87.74287087,2
41.89856928,-87.71153579,2
41.94674649,-87.65615337,2
41.76301271,-87.58236525,2
41.85445005,-87.69553359,2
41.86162423,-87.72138349,2
41.97884539,-87.66362495,2
41.83740451,-87.63408214,2
41.85889109,-87.69321719,2
41.99249744,-87.74041131,2
41.73746967,-87.63879092,2
41.74771234,-87.66579808,2
41.94414668,-87.67676148,2
41.77837446,-87.67388331,2
41.74492116,-87.66152135,2
41.73755298,-87.62101984,2
41.75971017,-87.6017524,2
41.92468888,-87.71001449,2
41.93950309,-87.64438389,2
41.90259882,-87.77416833,2
41.74125197,-87.62273776,2
41.74790804,-87.656096,2
41.93648802,-87.65884933,2
41.98585574,-87.82060557,2
41.65790983,-87.60093326,2
41.99138784,-87.65825533,2
41.80243672,-87.66115929,2
41.87826463,-87.62527577,2
41.76487642,-87.62653853,2
41.84434501,-87.71753681,2
41.78174641,-87.67518336,2
41.92954679,-87.75962286,2
42.01037947,-87.66372477,2
41.75747385,-87.61265211,2
41.87756554,-87.68486813,2
41.78635662,-87.69657195,2
41.9408393,-87.7327965,2
41.89195792,-87.6296641,2
41.92452322,-87.72362697,2
41.74074463,-87.66157588,2
41.95374412,-87.72113173,2
41.81175548,-87.66383869,2
41.89479103,-87.76959384,2
41.80509149,-87.61948366,2
41.86677411,-87.64691287,2
41.91703639,-87.73710544,2
41.85510522,-87.66453202,2
41.89778101,-87.71394933,2
41.87939184,-87.75390998,2
41.84900986,-87.68310857,2
41.88306944,-87.76163626,2
41.87441932,-87.72215736,2
41.81078894,-87.61381918,2
41.81567243,-87.61976603,2
41.88322521,-87.73722158,2
41.83830865,-87.62622281,2
41.77864041,-87.68105186,2
41.88101369,-87.70235674,2
41.84507313,-87.62531155,2
41.88893247,-87.7455898,2
41.89402979,-87.7490617,2
41.89792589,-87.71639422,2
41.72250025,-87.65175835,2
41.94737604,-87.8144186,2
41.89798632,-87.76367772,2
41.79339525,-87.71151556,2
41.88180379,-87.74629777,2
41.87588744,-87.70485996,2
41.97529192,-87.67938004,2
41.9192217,-87.68075017,2
41.70973208,-87.64048128,2
41.7545642,-87.5626512,2
42.0113709,-87.67668508,2
41.78674118,-87.66475535,2
41.78834698,-87.64621742,2
41.94578691,-87.81680242,2
41.88171118,-87.75345571,2
41.8661732,-87.60938403,2
41.8790377,-87.65841096,2
41.86518872,-87.62846719,2
41.77687989,-87.67263745,2
42.007313,-87.68259913,2
41.89550436,-87.75194624,2
41.80244138,-87.67332118,2
41.89494755,-87.75471702,2
41.96339578,-87.71198688,2
41.88632797,-87.67188556,2
41.73306801,-87.56468878,2
41.74329747,-87.54665581,2
41.84720218,-87.70144122,2
41.74941353,-87.70970476,2
41.89219315,-87.60619246,2
41.71678363,-87.57216443,2
42.01493978,-87.67502188,2
41.88089475,-87.75263686,2
41.86106105,-87.70300447,2
41.88088639,-87.68152963,2
41.87180763,-87.71157861,2
41.69919655,-87.64138166,2
41.8069545,-87.65149848,2
41.78581387,-87.67286474,2
41.68034346,-87.65295383,2
41.88693015,-87.73147275,2
41.85148724,-87.72869624,2
41.76387174,-87.69790495,2
41.85118295,-87.70523399,2
41.74255834,-87.54892933,2
41.89028319,-87.63403459,2
41.76926952,-87.68947908,2
41.93729494,-87.74682559,2
41.94881411,-87.75092907,2
41.99499374,-87.68979509,2
41.7262485,-87.65306683,2
41.74863718,-87.65641815,2
41.86445866,-87.64063053,2
41.76413347,-87.62487889,2
41.75053949,-87.60273607,2
41.80682429,-87.6227692,2
41.69795374,-87.6314864,2
41.86741928,-87.6270439,2
41.75967958,-87.55897977,2
41.86939464,-87.7383671,2
42.00292859,-87.70490633,2
41.91098513,-87.71170554,2
41.93348309,-87.73720955,2
41.75869546,-87.59584837,2
41.74305099,-87.60500853,2
41.87374562,-87.74502031,2
41.87688126,-87.63104124,2
41.84569227,-87.70383799,2
41.84253965,-87.71556134,2
41.74992742,-87.64402538,2
41.75889668,-87.57449282,2
41.73685455,-87.59004185,2
42.01982256,-87.66472974,2
41.78697697,-87.73277888,2
41.88458573,-87.73393687,2
41.75427613,-87.64339979,2
42.0119922,-87.77884847,2
41.67014599,-87.63564266,2
41.8637843,-87.72144733,2
41.96240143,-87.65555744,2
41.90580669,-87.68343994,2
41.7218784,-87.61499875,2
41.74284879,-87.64751618,2
41.90817983,-87.71717719,2
41.89325941,-87.62888586,2
41.76542299,-87.59947352,2
41.85299957,-87.68157792,2
41.65914772,-87.60441772,2
41.7524454,-87.60036532,2
41.76678037,-87.62332854,2
41.90997226,-87.62762203,2
41.89576469,-87.6221735,2
41.75309269,-87.56625667,2
41.90282357,-87.70762643,2
41.91955261,-87.72295779,2
41.96617978,-87.68397025,2
41.93787005,-87.75036709,2
41.76814838,-87.63473943,2
41.87793337,-87.72916672,2
41.70825992,-87.63801039,2
41.89428264,-87.72482922,2
41.75054945,-87.62137091,2
41.78068238,-87.57597022,2
41.79377743,-87.68923386,2
41.78974951,-87.67053984,2
41.89277854,-87.66082259,2
41.97435182,-87.66859252,2
41.9159087,-87.72407271,2
41.71749584,-87.56577908,2
41.9360841,-87.72146237,2
41.93283144,-87.64339359,2
41.78011341,-87.69707736,2
41.91942305,-87.72907314,2
41.94144733,-87.7211391,2
41.86930511,-87.6892142,2
41.84414596,-87.73228493,2
41.94372037,-87.6590782,2
41.87787424,-87.73411709,2
41.87230008,-87.74354655,2
41.84162783,-87.7159371,2
41.75003092,-87.68344509,2
41.85084316,-87.70032629,2
41.99477375,-87.6824142,2
41.76771179,-87.68332533,2
41.80109797,-87.68755049,2
41.88367128,-87.7343457,2
41.87076821,-87.72140643,2
41.77414402,-87.59727714,2
41.90067202,-87.73701159,2
41.76915977,-87.68703879,2
41.77168382,-87.57098417,2
41.87658178,-87.76048603,2
41.7418051,-87.57823003,2
41.77864228,-87.66419788,2
41.96220563,-87.65958929,2
41.73575053,-87.58400191,2
41.86857374,-87.66025762,2
41.86519168,-87.66006181,2
41.70197648,-87.52453265,2
41.80511548,-87.61804561,2
41.76581045,-87.57629178,2
41.75078742,-87.60764763,2
41.74663425,-87.61359053,2
41.9135847,-87.7631496,2
41.90760738,-87.69083881,2
41.77876127,-87.65083664,2
41.99611887,-87.67193444,2
41.88091324,-87.76014256,2
41.82116885,-87.61530621,2
41.95272764,-87.65084772,2
41.6579187,-87.59759575,2
41.9136245,-87.71058508,2
41.74314502,-87.61955462,2
41.94277026,-87.70142476,2
41.67307967,-87.66002516,2
41.90426257,-87.62868777,2
41.90522352,-87.76104559,2
41.83489333,-87.68455782,2
41.68938692,-87.65310019,2
41.75615225,-87.57364188,2
41.73857993,-87.55267839,2
41.71328942,-87.7131343,2
41.92442076,-87.65357474,2
41.77548069,-87.6333144,2
41.84637515,-87.70175766,2
41.75461544,-87.68663498,2
41.69011575,-87.63506079,2
41.88224474,-87.70616006,2
41.99861675,-87.68503856,2
41.88413174,-87.69947267,2
41.98379819,-87.69189399,2
41.89075126,-87.71617312,2
41.77351139,-87.7021907,2
41.95847792,-87.65058048,2
41.7425617,-87.66445536,2
41.75241306,-87.71071653,2
41.72238895,-87.58155271,2
41.72525069,-87.5814644,2
41.87367819,-87.70684598,2
41.73722243,-87.64973044,2
41.86566274,-87.69251452,2
41.75705969,-87.66773168,2
41.9178167,-87.67451091,2
41.87122463,-87.62957579,2
41.79691323,-87.64644131,2
41.90551261,-87.71262559,2
41.89256441,-87.71500608,2
41.78317679,-87.62055176,2
41.88068763,-87.72898288,2
41.76077358,-87.64551104,2
41.96414557,-87.66518717,2
41.8603898,-87.70671507,2
41.77518953,-87.71150081,2
41.77337979,-87.58223333,2
41.94151994,-87.75038162,2
41.81264507,-87.63895146,2
41.91512836,-87.67756234,2
41.79699882,-87.65252085,2
41.93154563,-87.74572062,2
41.86404181,-87.70560008,2
41.80128294,-87.66897597,2
41.86413904,-87.70682164,2
41.87699768,-87.69617969,2
41.68532838,-87.62232472,2
41.853047,-87.70285559,2
41.68242638,-87.65666593,2
41.90217947,-87.70676581,2
41.786654,-87.67197609,2
41.83031427,-87.68184846,2
41.90092258,-87.71741226,2
41.90396131,-87.72633528,2
41.76183409,-87.69173063,2
41.72464445,-87.61058673,2
41.7418953,-87.55757757,2
41.85468865,-87.70899146,2
41.75783421,-87.55433628,2
41.84439532,-87.71413419,2
41.88173899,-87.75135864,2
42.00507683,-87.69982987,2
41.91877845,-87.74444887,2
41.81311503,-87.6224649,2
41.79955188,-87.58811115,2
41.7534587,-87.64896814,2
41.74011943,-87.72161144,2
41.89082805,-87.63023475,2
41.74944578,-87.55042861,2
41.73890871,-87.64856205,2
41.7610328,-87.62806515,2
41.78330702,-87.71656658,2
41.81499946,-87.59748452,2
41.83573917,-87.65474149,2
41.76338843,-87.60795283,2
41.88665594,-87.75774452,2
41.79599755,-87.64843142,2
41.81638708,-87.70050062,2
41.91085503,-87.74589573,2
41.99990363,-87.6606891,2
41.71667596,-87.53407665,2
41.9621214,-87.6677306,2
41.90114718,-87.67720218,2
41.80307736,-87.67129375,2
41.74666657,-87.6196512,2
41.6890161,-87.70560941,2
41.7838245,-87.60437861,2
41.91727373,-87.64969713,2
41.66555421,-87.55804818,2
41.88107244,-87.76014848,2
41.67344718,-87.63334493,2
41.74713965,-87.56615898,2
41.77318089,-87.66039803,2
41.78446667,-87.65827072,2
41.92462807,-87.71500892,2
41.7484669,-87.61000809,2
41.65469492,-87.54714945,2
41.85524151,-87.69920374,2
41.81850034,-87.69705337,2
41.8518508,-87.69942076,2
41.89548172,-87.75561575,2
41.85308204,-87.67678335,2
41.88251926,-87.72817241,2
41.74932082,-87.61313542,2
41.89910412,-87.7594473,2
41.91823614,-87.78454396,2
41.76257589,-87.64677101,2
41.76822876,-87.68984873,2
41.74920242,-87.73820293,2
41.88023305,-87.76574492,2
41.8819215,-87.73612837,2
41.9051269,-87.72516341,2
41.98033584,-87.76219772,2
41.85312115,-87.67403004,2
41.72945037,-87.56459269,2
41.8652646,-87.64504934,2
41.77771994,-87.73006058,2
41.78755377,-87.60607809,2
41.87657121,-87.72068646,2
41.6779785,-87.62668484,2
41.87104907,-87.69733657,2
41.88323921,-87.73621892,2
41.89245952,-87.71744583,2
41.78119344,-87.62200364,2
41.87568503,-87.73530519,2
41.77434621,-87.59971275,2
42.01347574,-87.67477939,2
41.7609967,-87.64794607,2
41.76528995,-87.57935129,2
41.6753328,-87.61955399,2
41.89734387,-87.75811136,2
41.85078291,-87.68315301,2
41.93434365,-87.70258478,2
41.74153319,-87.70541331,2
41.8458954,-87.70384701,2
41.88705541,-87.62454337,2
41.75853953,-87.58573436,2
41.82683925,-87.63140865,2
41.9510463,-87.65935391,2
41.88537219,-87.70799138,2
41.74244539,-87.65352249,2
41.7338158,-87.6110005,2
41.93333975,-87.78212122,2
41.83378775,-87.64961021,2
41.86636321,-87.77293123,2
41.75352406,-87.66473003,2
41.75767815,-87.74164313,2
41.92141739,-87.72789687,2
41.92539599,-87.65235909,2
41.85863339,-87.62234644,2
41.9026809,-87.72551355,2
41.90399561,-87.71171457,2
41.79822579,-87.70858995,2
41.82562904,-87.66783277,2
41.74904463,-87.56376164,2
41.93936699,-87.70184428,2
41.70265295,-87.60387165,2
41.75449273,-87.56386148,2
41.85100463,-87.62061774,2
41.78491968,-87.62059479,2
41.9998774,-87.69848712,2
41.80829571,-87.69334332,2
41.75577402,-87.62795047,2
41.76491545,-87.58629814,2
41.85429126,-87.73328747,2
41.81439034,-87.60179811,2
42.02112659,-87.66718181,2
41.91346096,-87.66114192,2
41.77180407,-87.65308061,2
41.80019682,-87.60393635,2
41.64917854,-87.54231355,2
41.66284985,-87.64263463,2
41.86364823,-87.72631658,2
41.77876761,-87.68607341,2
41.83569481,-87.63769324,2
41.99680536,-87.74834328,2
41.87232869,-87.67987989,2
41.99940164,-87.66920746,2
41.79890491,-87.64770732,2
41.87825569,-87.62560635,2
41.74727679,-87.62602435,2
41.86762001,-87.70204056,2
41.88193431,-87.7020943,2
41.87522157,-87.72907477,2
41.99047396,-87.69370665,2
41.69095577,-87.66984514,2
41.66606322,-87.64031285,2
41.8679521,-87.71059165,2
41.88101518,-87.64116413,2
41.86264702,-87.69452335,2
41.88002187,-87.6508104,2
41.94774873,-87.67131349,2
41.70145123,-87.7158407,2
41.79338666,-87.63413173,2
41.84157554,-87.73299159,2
41.76666071,-87.63469692,2
41.91733616,-87.71237509,2
41.96624012,-87.68883436,2
41.94109269,-87.7845171,2
41.9106307,-87.72391349,2
41.78974527,-87.6693298,2
41.93860855,-87.66718128,2
41.88680938,-87.64317286,2
41.74236684,-87.65230679,2
41.90841948,-87.62591249,2
41.86512009,-87.62846427,2
41.76533868,-87.6104161,2
41.7720031,-87.70539117,2
41.9514721,-87.667426,2
41.86013958,-87.70914401,2
41.76570576,-87.67466186,2
41.9300818,-87.7734984,2
41.87946899,-87.7480193,2
41.75246967,-87.5942998,2
41.78703665,-87.64416702,2
41.97977206,-87.67294952,2
41.91061171,-87.63979008,2
41.85220021,-87.6742267,2
41.68847435,-87.60711821,2
41.90980382,-87.64097444,2
42.00678471,-87.68090097,2
41.71784181,-87.6041541,2
41.94336393,-87.64114445,2
41.84602618,-87.72869995,2
41.91112087,-87.63821951,2
41.7566364,-87.56268872,2
41.8759162,-87.70209845,2
41.87457119,-87.68967905,2
41.9003581,-87.66741002,2
41.70527701,-87.60394819,2
41.77916616,-87.69009503,2
41.65375377,-87.59989722,2
41.95290414,-87.78746342,2
41.92339775,-87.68596594,2
41.90157524,-87.62722963,2
41.7968875,-87.78682735,2
41.80699833,-87.58829995,2
41.77044851,-87.65868532,2
41.8114351,-87.69185581,2
41.74946658,-87.66827186,2
41.80132847,-87.6640536,2
41.81149001,-87.69185893,2
41.666453,-87.64032697,2
41.72423792,-87.56076086,2
41.69219754,-87.65549441,2
41.97941987,-87.70907645,2
41.87441881,-87.7220619,2
41.91409309,-87.71912267,2
41.7348291,-87.55967037,2
41.9673179,-87.7182219,2
41.97174266,-87.84653752,2
41.99838476,-87.69112211,2
41.97809801,-87.77363337,2
41.90754558,-87.68960508,2
41.92321808,-87.71817531,2
41.91382133,-87.76438196,2
41.90274066,-87.71818457,2
41.7179484,-87.56986142,2
41.7090765,-87.56089847,2
41.85491651,-87.67653334,2
41.95579125,-87.78176235,2
41.92916588,-87.64259888,2
41.89213039,-87.75549537,2
42.01648419,-87.7052844,2
41.75607752,-87.64587637,2
41.85847663,-87.69566979,2
41.97086068,-87.76341866,2
41.86526881,-87.71782801,2
41.76949723,-87.66637509,2
41.87165051,-87.72373316,2
41.89104494,-87.71618131,2
41.87685846,-87.72309616,2
41.92821519,-87.64058062,2
41.77449805,-87.59728043,2
41.84358201,-87.7098885,2
41.89550077,-87.71195857,2
41.99771336,-87.69079776,2
42.00302012,-87.70008942,2
41.87140754,-87.74075333,2
41.77193522,-87.68623375,2
41.72255687,-87.65297757,2
41.77436503,-87.70622965,2
41.69980079,-87.62926191,2
41.88169023,-87.65263608,2
41.87092576,-87.70887019,2
41.74554401,-87.5746574,2
41.8947869,-87.76986935,2
41.79933757,-87.61609276,2
41.80615928,-87.71616038,2
41.8981414,-87.72128108,2
41.69936205,-87.6474731,2
41.75036656,-87.66305139,2
41.96914132,-87.65094465,2
41.88118378,-87.76322108,2
41.81318777,-87.66994977,2
41.85165477,-87.71582601,2
41.79958679,-87.65811938,2
41.88640642,-87.70691995,2
41.79951843,-87.59099784,2
41.95638199,-87.75079767,2
41.96843521,-87.71015816,2
41.89192675,-87.76528148,2
41.87376326,-87.6993438,2
41.85453379,-87.72358372,2
41.96607814,-87.64715324,2
41.95654683,-87.69954603,2
41.88325055,-87.76329084,2
41.80173248,-87.59345893,2
41.79446277,-87.58539038,2
41.89831748,-87.7051029,2
41.94765321,-87.66524546,2
41.86729127,-87.71170314,2
41.73103751,-87.61345692,2
41.80934328,-87.61918703,2
41.9223251,-87.6486511,2
42.00782477,-87.67084182,2
41.95520102,-87.69094555,2
41.79733123,-87.60125867,2
41.89103943,-87.61824836,2
41.78407191,-87.65461559,2
41.78615572,-87.65709432,2
41.92993546,-87.80278541,2
41.79147443,-87.66937429,2
41.91937735,-87.746185,2
42.01320118,-87.69024081,2
41.89666945,-87.62871616,2
41.9111213,-87.67747845,2
41.7570601,-87.63678385,2
41.85675424,-87.69436909,2
41.78620893,-87.64251485,2
41.73497815,-87.658181,2
41.75529312,-87.66032471,2
41.75755305,-87.63842781,2
41.89521843,-87.6632138,2
41.72399407,-87.65422987,2
41.71953503,-87.567861,2
41.88293575,-87.62623407,2
41.73498785,-87.66547555,2
41.89949464,-87.68048457,2
41.93063275,-87.64421108,2
41.98441082,-87.65803847,2
41.97338708,-87.66643654,2
41.75651774,-87.66845196,2
41.99847582,-87.76457398,2
41.91784167,-87.72168443,2
41.85362274,-87.62551459,2
41.7897288,-87.66932997,2
41.73769315,-87.72881219,2
41.76963754,-87.66880405,2
41.67356853,-87.6249322,2
41.89208614,-87.64584861,2
41.75230683,-87.61011158,2
41.69712615,-87.62452727,2
41.94352673,-87.65694832,2
41.93152224,-87.74758776,2
41.6998517,-87.62504295,2
41.68894433,-87.62392512,2
41.90636515,-87.64643382,2
41.78352833,-87.63624813,2
41.88633657,-87.71224936,2
41.83605958,-87.62064781,2
41.87803426,-87.72127102,2
41.8963319,-87.72366379,2
41.89749708,-87.77131843,2
41.75065857,-87.60031968,2
41.90084237,-87.64574367,2
41.93980678,-87.83850688,2
41.71585316,-87.65355373,2
41.83821849,-87.70362868,2
41.90459289,-87.77059498,2
41.85511858,-87.62554948,2
41.86770406,-87.71957059,2
41.78387045,-87.61647783,2
41.74933414,-87.57594303,2
41.87574197,-87.75608731,2
41.93157846,-87.74302651,2
41.64703943,-87.61440376,2
41.75001884,-87.55845091,2
41.70213171,-87.64025893,2
41.68712854,-87.66482849,2
41.74645582,-87.64998795,2
41.74702887,-87.60263296,2
41.91715739,-87.72719494,2
41.90658522,-87.6960215,2
41.77998313,-87.69585407,2
41.67781954,-87.64160704,2
41.71033621,-87.615065,2
41.71046425,-87.65185987,2
41.96527678,-87.66623432,2
41.87836563,-87.76326082,2
41.65257712,-87.61083674,2
41.70030136,-87.62809931,2
41.71431509,-87.57319712,2
41.80213537,-87.72372133,2
41.69980403,-87.62889569,2
41.86357786,-87.62135186,2
41.80957212,-87.60320644,2
41.90665929,-87.63694908,2
41.80373392,-87.7234641,2
41.72906953,-87.585479,2
41.71925268,-87.63829848,2
41.79417853,-87.59490267,2
41.95053119,-87.67701947,2
41.96100721,-87.66772381,2
41.92548882,-87.70723965,2
41.98771535,-87.79462935,2
41.71953933,-87.61529219,2
41.85148016,-87.71499449,2
41.90112035,-87.64542111,2
41.76122852,-87.6677729,2
41.91083071,-87.69803296,2
41.76682032,-87.58634935,2
41.87165218,-87.72353121,2
41.7440489,-87.66206544,2
41.93694884,-87.72461858,2
41.78643925,-87.69169437,2
41.90599645,-87.67819949,2
41.80224011,-87.6067776,2
41.71389404,-87.66672681,2
41.7842009,-87.65461789,2
41.74494506,-87.60378888,2
41.81739117,-87.63238127,2
41.68854845,-87.60711737,2
41.95619402,-87.72929208,2
41.86612586,-87.65791899,2
41.89082387,-87.75055633,2
41.7629228,-87.59091033,2
41.92877528,-87.70653134,2
41.89771807,-87.67789109,2
41.73529584,-87.64237558,2
41.9342644,-87.74076722,2
41.88364384,-87.73434595,2
41.74837837,-87.61646239,2
41.94484807,-87.77736852,2
41.90670989,-87.76581904,2
41.79911128,-87.78933168,2
41.92171514,-87.66860634,2
41.99901194,-87.67731617,2
41.79135913,-87.66087533,2
41.89676892,-87.697974,2
41.88323693,-87.73630708,2
41.96150782,-87.67506478,2
41.89405721,-87.75556615,2
41.93807193,-87.80156389,2
41.84206507,-87.63647189,2
41.74230804,-87.64749628,2
41.68778434,-87.64345168,2
41.69187325,-87.64479931,2
41.86006045,-87.71889849,2
41.67727986,-87.63225283,2
41.93383816,-87.77848585,2
41.80536667,-87.60647453,2
41.88924025,-87.62907325,2
41.74624745,-87.64634036,2
41.74995379,-87.6379271,2
41.84582532,-87.70508086,2
41.87685195,-87.70109415,2
41.97525425,-87.65677819,2
41.81802412,-87.60921855,2
41.89966438,-87.71767413,2
41.88407441,-87.72179728,2
41.77622931,-87.60583576,2
41.75154631,-87.65134122,2
41.72239957,-87.66829829,2
41.96674129,-87.69405074,2
41.91120107,-87.66655153,2
41.6948357,-87.68125488,2
41.89163316,-87.75922036,2
41.80683606,-87.61014416,2
41.73639529,-87.54581675,2
42.00884903,-87.90707319,2
41.87284191,-87.6837593,2
41.94342017,-87.74203511,2
41.74713373,-87.60142981,2
41.80634289,-87.66368964,2
41.70087492,-87.60738517,2
41.67338769,-87.63574674,2
41.88678433,-87.72931103,2
41.78427501,-87.65462078,2
41.76804011,-87.66876188,2
41.65522393,-87.61103769,2
41.74397865,-87.58537197,2
41.78386868,-87.61663551,2
41.77424155,-87.5945155,2
41.99013005,-87.72899709,2
41.93795138,-87.73946139,2
41.91260246,-87.69094302,2
41.7606245,-87.64307522,2
41.99581513,-87.69634968,2
41.87840548,-87.76023841,2
41.89523193,-87.7507146,2
41.79513583,-87.66097154,2
41.86304084,-87.66628856,2
41.93646433,-87.72226363,2
41.87929064,-87.74159851,2
41.91431921,-87.69221173,2
41.77612227,-87.61192644,2
41.88202579,-87.69284312,2
41.7665923,-87.6766029,2
41.90500592,-87.72150206,2
41.7593332,-87.63330666,2
41.89622626,-87.718776,2
41.73385315,-87.60865163,2
41.68045833,-87.65660601,2
41.83275449,-87.64615364,2
42.01221162,-87.69338219,2
41.88256043,-87.72817203,2
41.89544216,-87.62816768,2
41.92600403,-87.66335474,2
41.68116563,-87.62639372,2
41.9900914,-87.65619073,2
41.89579112,-87.76205907,2
41.74238089,-87.68267214,2
41.96945126,-87.67920445,2
41.78571328,-87.66922107,2
